date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,51.7,14.6,138.0,3.8,1.2,35.0,88.0,28.24272495,71.67944929
2024-08-21 01:00:00,51.3,14.9,142.0,3.2,1.6,42.0,75.0,28.24272495,71.67944929
2024-08-21 02:00:00,43.1,15.0,146.0,2.3,2.3,53.0,58.0,28.24272495,71.67944929
2024-08-21 03:00:00,36.6,14.9,150.0,1.6,2.8,63.0,43.0,28.24272495,71.67944929
2024-08-21 04:00:00,32.1,14.9,151.0,1.1,3.2,72.0,34.0,28.24272495,71.67944929
2024-08-21 05:00:00,32.1,15.1,151.0,0.8,3.5,81.0,29.0,28.24272495,71.67944929
2024-08-21 06:00:00,29.1,14.1,150.0,0.5,3.6,87.0,26.0,28.24272495,71.67944929
2024-08-21 07:00:00,26.4,12.7,148.0,0.3,3.3,88.0,25.0,28.24272495,71.67944929
2024-08-21 08:00:00,25.0,11.4,145.0,0.2,2.8,86.0,27.0,28.24272495,71.67944929
2024-08-21 09:00:00,27.3,11.5,142.0,0.2,2.3,84.0,31.0,28.24272495,71.67944929
2024-08-21 10:00:00,27.1,10.7,140.0,0.2,2.0,83.0,39.0,28.24272495,71.67944929
2024-08-21 11:00:00,31.0,10.7,139.0,0.1,1.9,82.0,50.0,28.24272495,71.67944929
2024-08-21 12:00:00,49.9,13.4,135.0,0.3,1.7,75.0,88.0,28.24272495,71.67944929
2024-08-21 13:00:00,68.2,15.1,134.0,0.7,1.6,71.0,107.0,28.24272495,71.67944929
2024-08-21 14:00:00,74.0,15.9,132.0,1.2,1.4,65.0,135.0,28.24272495,71.67944929
2024-08-21 15:00:00,80.1,16.9,130.0,1.7,1.3,60.0,160.0,28.24272495,71.67944929
2024-08-21 16:00:00,85.2,17.6,128.0,2.2,1.2,55.0,181.0,28.24272495,71.67944929
2024-08-21 17:00:00,94.8,18.7,127.0,2.6,1.1,51.0,200.0,28.24272495,71.67944929
2024-08-21 18:00:00,102.9,20.1,126.0,3.1,1.1,47.0,212.0,28.24272495,71.67944929
2024-08-21 19:00:00,106.6,21.4,127.0,3.5,1.1,43.0,215.0,28.24272495,71.67944929
2024-08-21 20:00:00,107.3,22.3,129.0,3.9,1.1,39.0,211.0,28.24272495,71.67944929
