date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,35.9,21.9,329.0,10.2,2.6,66.0,17.0,32.44535043,71.94704323
2024-08-21 01:00:00,36.6,22.5,307.0,8.3,2.7,75.0,22.0,32.44535043,71.94704323
2024-08-21 02:00:00,39.1,21.5,277.0,5.7,2.8,87.0,28.0,32.44535043,71.94704323
2024-08-21 03:00:00,37.7,19.8,252.0,3.6,2.8,97.0,31.0,32.44535043,71.94704323
2024-08-21 04:00:00,35.0,18.5,240.0,2.6,2.5,103.0,28.0,32.44535043,71.94704323
2024-08-21 05:00:00,33.2,18.3,233.0,2.1,1.9,108.0,23.0,32.44535043,71.94704323
2024-08-21 06:00:00,31.3,17.8,227.0,1.7,1.5,111.0,19.0,32.44535043,71.94704323
2024-08-21 07:00:00,29.6,16.7,218.0,1.4,1.2,112.0,19.0,32.44535043,71.94704323
2024-08-21 08:00:00,28.3,15.7,209.0,1.2,1.0,112.0,20.0,32.44535043,71.94704323
2024-08-21 09:00:00,29.6,15.8,203.0,1.2,0.9,112.0,22.0,32.44535043,71.94704323
2024-08-21 10:00:00,32.6,16.9,198.0,0.9,1.0,114.0,23.0,32.44535043,71.94704323
2024-08-21 11:00:00,34.1,18.2,196.0,0.7,1.1,116.0,25.0,32.44535043,71.94704323
2024-08-21 12:00:00,12.5,7.0,194.0,1.9,1.4,112.0,8.0,32.44535043,71.94704323
2024-08-21 13:00:00,14.4,8.2,225.0,5.0,1.6,99.0,7.0,32.44535043,71.94704323
2024-08-21 14:00:00,18.0,11.3,269.0,9.5,1.8,82.0,5.0,32.44535043,71.94704323
2024-08-21 15:00:00,20.6,13.6,312.0,13.7,2.0,67.0,4.0,32.44535043,71.94704323
2024-08-21 16:00:00,22.7,15.3,355.0,17.5,2.2,57.0,3.0,32.44535043,71.94704323
2024-08-21 17:00:00,25.1,17.1,397.0,21.0,2.5,50.0,3.0,32.44535043,71.94704323
2024-08-21 18:00:00,25.3,17.2,423.0,23.6,2.7,46.0,3.0,32.44535043,71.94704323
