date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,39.2,24.7,290.0,15.2,6.4,50.0,16.0,30.45522917,73.92633789
2024-08-21 01:00:00,35.3,21.1,278.0,13.5,6.9,53.0,18.0,30.45522917,73.92633789
2024-08-21 02:00:00,34.6,20.1,262.0,11.0,7.6,57.0,22.0,30.45522917,73.92633789
2024-08-21 03:00:00,37.4,19.7,245.0,8.5,7.7,65.0,28.0,30.45522917,73.92633789
2024-08-21 04:00:00,40.0,18.2,230.0,6.1,6.9,79.0,40.0,30.45522917,73.92633789
2024-08-21 05:00:00,44.0,18.1,214.0,3.8,5.6,96.0,55.0,30.45522917,73.92633789
2024-08-21 06:00:00,48.3,17.3,201.0,2.1,4.4,108.0,67.0,30.45522917,73.92633789
2024-08-21 07:00:00,52.0,16.9,190.0,1.3,3.6,112.0,72.0,30.45522917,73.92633789
2024-08-21 08:00:00,50.9,16.5,182.0,1.2,2.9,112.0,73.0,30.45522917,73.92633789
2024-08-21 09:00:00,48.8,16.5,177.0,1.2,2.4,112.0,73.0,30.45522917,73.92633789
2024-08-21 10:00:00,48.4,16.6,174.0,1.0,2.2,116.0,74.0,30.45522917,73.92633789
2024-08-21 11:00:00,48.8,16.9,174.0,1.0,2.2,120.0,74.0,30.45522917,73.92633789
2024-08-21 12:00:00,49.7,18.3,182.0,2.1,2.3,110.0,68.0,30.45522917,73.92633789
2024-08-21 13:00:00,52.2,19.3,254.0,9.2,2.9,97.0,69.0,30.45522917,73.92633789
2024-08-21 14:00:00,64.3,27.7,354.0,19.0,3.8,78.0,69.0,30.45522917,73.92633789
2024-08-21 15:00:00,72.4,33.4,428.0,25.8,4.4,63.0,70.0,30.45522917,73.92633789
2024-08-21 16:00:00,65.7,31.9,455.0,26.9,4.5,55.0,72.0,30.45522917,73.92633789
2024-08-21 17:00:00,66.4,31.4,458.0,25.1,4.3,50.0,74.0,30.45522917,73.92633789
2024-08-21 18:00:00,73.6,33.9,447.0,23.1,4.2,46.0,72.0,30.45522917,73.92633789
2024-08-21 19:00:00,61.9,31.1,425.0,21.8,4.2,42.0,64.0,30.45522917,73.92633789
2024-08-21 20:00:00,55.1,28.3,390.0,20.2,4.3,40.0,53.0,30.45522917,73.92633789
2024-08-21 21:00:00,54.4,27.5,351.0,18.2,4.2,41.0,43.0,30.45522917,73.92633789
2024-08-21 22:00:00,50.4,25.6,302.0,15.3,3.8,48.0,36.0,30.45522917,73.92633789
2024-08-21 23:00:00,41.1,20.9,248.0,11.9,3.2,58.0,30.0,30.45522917,73.92633789
2024-08-22 00:00:00,49.0,25.8,275.0,16.3,7.7,48.0,35.0,30.45522917,73.92633789
2024-08-22 01:00:00,49.4,27.0,284.0,14.8,8.1,51.0,39.0,30.45522917,73.92633789
2024-08-22 02:00:00,54.7,28.5,296.0,12.7,8.5,55.0,45.0,30.45522917,73.92633789
2024-08-22 03:00:00,57.5,26.0,295.0,10.3,8.3,63.0,56.0,30.45522917,73.92633789
2024-08-22 04:00:00,66.1,23.2,271.0,7.3,6.8,78.0,78.0,30.45522917,73.92633789
2024-08-22 05:00:00,72.4,21.9,234.0,4.0,4.6,96.0,104.0,30.45522917,73.92633789
2024-08-22 06:00:00,71.5,20.4,206.0,1.6,2.9,109.0,119.0,30.45522917,73.92633789
2024-08-22 07:00:00,66.4,19.4,196.0,0.8,2.1,113.0,114.0,30.45522917,73.92633789
2024-08-22 08:00:00,60.3,18.8,194.0,0.9,1.7,113.0,97.0,30.45522917,73.92633789
2024-08-22 09:00:00,55.4,18.5,195.0,1.2,1.5,113.0,82.0,30.45522917,73.92633789
2024-08-22 10:00:00,51.2,18.0,191.0,0.8,1.2,116.0,72.0,30.45522917,73.92633789
2024-08-22 11:00:00,48.3,18.0,189.0,0.4,1.1,119.0,63.0,30.45522917,73.92633789
2024-08-22 12:00:00,50.8,20.5,213.0,2.3,1.6,110.0,61.0,30.45522917,73.92633789
2024-08-22 13:00:00,51.0,23.9,249.0,5.4,1.9,100.0,55.0,30.45522917,73.92633789
2024-08-22 14:00:00,53.1,26.7,298.0,9.6,2.3,86.0,47.0,30.45522917,73.92633789
2024-08-22 15:00:00,53.2,27.3,333.0,13.0,2.6,74.0,40.0,30.45522917,73.92633789
2024-08-22 16:00:00,58.3,29.7,344.0,14.5,2.7,66.0,36.0,30.45522917,73.92633789
2024-08-22 17:00:00,54.2,29.2,341.0,15.2,2.7,59.0,32.0,30.45522917,73.92633789
2024-08-22 18:00:00,46.4,24.8,331.0,15.5,2.7,53.0,31.0,30.45522917,73.92633789
2024-08-22 19:00:00,40.5,20.7,310.0,15.5,2.9,48.0,32.0,30.45522917,73.92633789
2024-08-22 20:00:00,41.0,20.5,281.0,15.2,3.1,43.0,35.0,30.45522917,73.92633789
2024-08-22 21:00:00,40.3,19.8,259.0,15.3,3.4,39.0,38.0,30.45522917,73.92633789
