date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,28.1,18.3,372.0,17.4,3.0,35.0,8.0,32.79847801,71.27538506
2024-08-21 01:00:00,27.0,15.9,315.0,12.7,2.4,53.0,14.0,32.79847801,71.27538506
2024-08-21 02:00:00,27.7,14.2,238.0,6.3,1.7,78.0,21.0,32.79847801,71.27538506
2024-08-21 03:00:00,25.3,12.2,183.0,1.5,1.1,98.0,26.0,32.79847801,71.27538506
2024-08-21 04:00:00,23.6,10.9,173.0,0.1,0.9,106.0,26.0,32.79847801,71.27538506
2024-08-21 05:00:00,23.7,11.3,185.0,0.4,0.8,108.0,23.0,32.79847801,71.27538506
2024-08-21 06:00:00,23.0,11.6,197.0,0.7,0.8,110.0,21.0,32.79847801,71.27538506
2024-08-21 07:00:00,23.7,12.2,201.0,0.6,0.7,112.0,20.0,32.79847801,71.27538506
2024-08-21 08:00:00,23.9,12.6,204.0,0.5,0.6,114.0,19.0,32.79847801,71.27538506
2024-08-21 09:00:00,24.4,13.0,207.0,0.5,0.5,115.0,19.0,32.79847801,71.27538506
2024-08-21 10:00:00,24.6,13.1,206.0,0.4,0.5,116.0,19.0,32.79847801,71.27538506
2024-08-21 11:00:00,25.1,13.4,205.0,0.4,0.5,116.0,20.0,32.79847801,71.27538506
2024-08-21 12:00:00,8.2,5.2,201.0,1.0,0.9,126.0,3.0,32.79847801,71.27538506
2024-08-21 13:00:00,9.1,5.5,217.0,1.8,1.0,119.0,3.0,32.79847801,71.27538506
2024-08-21 14:00:00,11.4,7.0,240.0,3.0,1.2,109.0,4.0,32.79847801,71.27538506
2024-08-21 15:00:00,14.6,9.3,263.0,4.0,1.4,100.0,5.0,32.79847801,71.27538506
2024-08-21 16:00:00,17.9,11.3,284.0,4.7,1.8,95.0,6.0,32.79847801,71.27538506
2024-08-21 17:00:00,20.6,12.9,305.0,5.2,2.2,92.0,7.0,32.79847801,71.27538506
2024-08-21 18:00:00,21.5,13.3,321.0,5.8,2.6,89.0,8.0,32.79847801,71.27538506
2024-08-21 19:00:00,22.2,13.6,328.0,6.3,2.9,86.0,9.0,32.79847801,71.27538506
2024-08-21 20:00:00,23.1,14.2,330.0,6.8,3.3,84.0,9.0,32.79847801,71.27538506
2024-08-21 21:00:00,24.2,15.0,335.0,7.7,3.5,80.0,9.0,32.79847801,71.27538506
2024-08-21 22:00:00,25.1,15.7,352.0,9.6,3.7,71.0,8.0,32.79847801,71.27538506
2024-08-21 23:00:00,26.0,16.4,372.0,11.7,3.8,61.0,8.0,32.79847801,71.27538506
2024-08-22 00:00:00,24.6,16.1,385.0,13.3,3.7,57.0,5.0,32.79847801,71.27538506
2024-08-22 01:00:00,24.6,16.1,362.0,10.7,3.8,70.0,6.0,32.79847801,71.27538506
2024-08-22 02:00:00,24.9,15.9,329.0,7.2,4.0,88.0,7.0,32.79847801,71.27538506
2024-08-22 03:00:00,21.6,13.3,297.0,4.2,3.9,104.0,8.0,32.79847801,71.27538506
2024-08-22 04:00:00,19.0,11.1,268.0,2.5,3.2,115.0,10.0,32.79847801,71.27538506
2024-08-22 05:00:00,17.1,9.3,241.0,1.4,2.3,124.0,13.0,32.79847801,71.27538506
2024-08-22 06:00:00,18.4,9.1,221.0,0.7,1.5,129.0,16.0,32.79847801,71.27538506
2024-08-22 07:00:00,18.6,8.4,212.0,0.4,1.1,130.0,21.0,32.79847801,71.27538506
2024-08-22 08:00:00,19.4,7.1,210.0,0.4,1.0,128.0,26.0,32.79847801,71.27538506
2024-08-22 09:00:00,20.9,7.3,208.0,0.5,0.9,126.0,31.0,32.79847801,71.27538506
2024-08-22 10:00:00,22.0,7.6,202.0,0.4,0.9,125.0,35.0,32.79847801,71.27538506
2024-08-22 11:00:00,24.3,8.0,197.0,0.3,0.9,123.0,39.0,32.79847801,71.27538506
2024-08-22 12:00:00,31.4,11.4,192.0,0.6,1.0,118.0,44.0,32.79847801,71.27538506
2024-08-22 13:00:00,30.3,13.4,208.0,1.5,1.2,110.0,37.0,32.79847801,71.27538506
2024-08-22 14:00:00,29.3,15.0,232.0,2.7,1.4,99.0,26.0,32.79847801,71.27538506
2024-08-22 15:00:00,30.3,16.8,256.0,3.9,1.7,90.0,19.0,32.79847801,71.27538506
2024-08-22 16:00:00,32.2,18.3,279.0,4.9,2.0,87.0,17.0,32.79847801,71.27538506
2024-08-22 17:00:00,34.6,19.7,303.0,5.8,2.4,86.0,18.0,32.79847801,71.27538506
2024-08-22 18:00:00,35.7,20.7,323.0,6.7,2.8,85.0,18.0,32.79847801,71.27538506
2024-08-22 19:00:00,36.1,21.2,338.0,7.4,3.1,81.0,17.0,32.79847801,71.27538506
2024-08-22 20:00:00,36.3,21.7,350.0,8.1,3.4,76.0,16.0,32.79847801,71.27538506
2024-08-22 21:00:00,36.6,22.0,360.0,8.8,3.7,72.0,15.0,32.79847801,71.27538506
2024-08-22 22:00:00,36.8,22.3,371.0,10.1,3.9,67.0,14.0,32.79847801,71.27538506
2024-08-22 23:00:00,37.8,22.6,380.0,11.5,4.1,61.0,14.0,32.79847801,71.27538506
2024-08-23 00:00:00,37.3,23.0,399.0,14.9,3.5,45.0,12.0,32.79847801,71.27538506
2024-08-23 01:00:00,37.3,22.9,383.0,12.3,3.7,58.0,16.0,32.79847801,71.27538506
2024-08-23 02:00:00,40.0,24.0,359.0,8.6,3.9,76.0,22.0,32.79847801,71.27538506
2024-08-23 03:00:00,45.2,24.4,331.0,5.5,4.0,93.0,28.0,32.79847801,71.27538506
2024-08-23 04:00:00,44.7,21.9,296.0,3.4,3.9,106.0,33.0,32.79847801,71.27538506
2024-08-23 05:00:00,45.3,21.5,257.0,1.9,3.8,118.0,39.0,32.79847801,71.27538506
2024-08-23 06:00:00,43.9,19.1,228.0,0.8,3.5,126.0,45.0,32.79847801,71.27538506
2024-08-23 07:00:00,47.0,19.1,216.0,0.4,3.0,128.0,54.0,32.79847801,71.27538506
2024-08-23 08:00:00,50.2,19.3,214.0,0.4,2.4,126.0,65.0,32.79847801,71.27538506
2024-08-23 09:00:00,53.8,19.6,214.0,0.5,1.9,124.0,72.0,32.79847801,71.27538506
2024-08-23 10:00:00,54.8,20.2,212.0,0.4,1.6,124.0,75.0,32.79847801,71.27538506
2024-08-23 11:00:00,56.2,20.7,211.0,0.4,1.3,125.0,75.0,32.79847801,71.27538506
2024-08-23 12:00:00,72.4,24.4,209.0,0.7,1.7,121.0,106.0,32.79847801,71.27538506
2024-08-23 13:00:00,65.2,25.0,223.0,1.3,1.7,115.0,88.0,32.79847801,71.27538506
2024-08-23 14:00:00,59.1,27.4,242.0,2.2,1.6,107.0,63.0,32.79847801,71.27538506
2024-08-23 15:00:00,56.9,28.6,261.0,3.0,1.6,101.0,44.0,32.79847801,71.27538506
2024-08-23 16:00:00,57.6,29.9,278.0,3.6,1.7,100.0,38.0,32.79847801,71.27538506
2024-08-23 17:00:00,59.3,31.2,295.0,4.2,1.9,100.0,37.0,32.79847801,71.27538506
2024-08-23 18:00:00,59.6,32.0,308.0,4.8,2.0,100.0,37.0,32.79847801,71.27538506
2024-08-23 19:00:00,59.3,32.4,315.0,5.5,2.1,98.0,34.0,32.79847801,71.27538506
2024-08-23 20:00:00,58.2,32.5,318.0,6.2,2.1,94.0,30.0,32.79847801,71.27538506
2024-08-23 21:00:00,57.5,32.6,322.0,6.9,2.2,91.0,28.0,32.79847801,71.27538506
2024-08-23 22:00:00,56.9,32.7,330.0,7.9,2.3,86.0,26.0,32.79847801,71.27538506
2024-08-23 23:00:00,57.7,32.9,338.0,9.0,2.5,81.0,25.0,32.79847801,71.27538506
2024-08-24 00:00:00,59.5,33.6,344.0,9.7,3.0,76.0,28.0,32.79847801,71.27538506
2024-08-24 01:00:00,57.7,33.1,340.0,8.3,3.2,81.0,31.0,32.79847801,71.27538506
2024-08-24 02:00:00,59.6,33.5,333.0,6.2,3.4,89.0,37.0,32.79847801,71.27538506
2024-08-24 03:00:00,67.8,35.7,324.0,4.4,3.5,98.0,42.0,32.79847801,71.27538506
2024-08-24 04:00:00,74.5,38.0,308.0,2.9,3.3,110.0,49.0,32.79847801,71.27538506
2024-08-24 05:00:00,73.3,36.0,288.0,1.7,2.9,123.0,55.0,32.79847801,71.27538506
2024-08-24 06:00:00,75.2,36.3,276.0,0.8,2.6,133.0,60.0,32.79847801,71.27538506
2024-08-24 07:00:00,74.7,36.8,278.0,0.5,2.3,138.0,60.0,32.79847801,71.27538506
2024-08-24 08:00:00,74.0,37.4,286.0,0.5,2.1,140.0,58.0,32.79847801,71.27538506
2024-08-24 09:00:00,74.7,37.5,294.0,0.6,2.0,141.0,56.0,32.79847801,71.27538506
2024-08-24 10:00:00,73.8,37.3,295.0,0.5,2.0,143.0,57.0,32.79847801,71.27538506
2024-08-24 11:00:00,73.6,37.0,294.0,0.5,2.2,144.0,58.0,32.79847801,71.27538506
2024-08-24 12:00:00,78.5,37.4,274.0,0.9,2.3,148.0,66.0,32.79847801,71.27538506
2024-08-24 13:00:00,72.4,36.8,288.0,1.6,2.5,140.0,55.0,32.79847801,71.27538506
2024-08-24 14:00:00,69.6,38.6,308.0,2.6,2.7,128.0,41.0,32.79847801,71.27538506
2024-08-24 15:00:00,67.5,38.8,328.0,3.5,2.9,119.0,30.0,32.79847801,71.27538506
2024-08-24 16:00:00,67.5,39.2,346.0,4.2,3.1,116.0,27.0,32.79847801,71.27538506
2024-08-24 17:00:00,68.5,39.8,363.0,4.8,3.3,116.0,28.0,32.79847801,71.27538506
2024-08-24 18:00:00,69.2,40.2,377.0,5.4,3.5,115.0,28.0,32.79847801,71.27538506
2024-08-24 19:00:00,68.5,39.8,387.0,5.9,3.7,112.0,26.0,32.79847801,71.27538506
2024-08-24 20:00:00,67.5,39.6,393.0,6.4,3.9,108.0,24.0,32.79847801,71.27538506
2024-08-24 21:00:00,66.1,39.1,400.0,7.0,4.1,103.0,23.0,32.79847801,71.27538506
