date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,36.4,22.1,350.0,16.9,3.1,44.0,16.0,32.51816984,71.73626997
2024-08-21 01:00:00,39.0,23.3,324.0,13.3,3.1,59.0,23.0,32.51816984,71.73626997
2024-08-21 02:00:00,39.5,23.1,289.0,8.3,3.1,79.0,33.0,32.51816984,71.73626997
2024-08-21 03:00:00,42.4,20.9,261.0,4.4,3.0,96.0,39.0,32.51816984,71.73626997
2024-08-21 04:00:00,41.6,20.5,249.0,2.8,2.9,105.0,38.0,32.51816984,71.73626997
2024-08-21 05:00:00,39.6,20.3,245.0,2.4,2.8,110.0,33.0,32.51816984,71.73626997
2024-08-21 06:00:00,41.1,22.2,242.0,2.1,2.6,115.0,29.0,32.51816984,71.73626997
2024-08-21 07:00:00,37.4,20.0,237.0,1.7,2.3,120.0,27.0,32.51816984,71.73626997
2024-08-21 08:00:00,33.6,18.3,233.0,1.4,1.9,124.0,25.0,32.51816984,71.73626997
2024-08-21 09:00:00,32.7,17.8,230.0,1.3,1.6,127.0,23.0,32.51816984,71.73626997
2024-08-21 10:00:00,33.5,18.0,227.0,1.2,1.5,128.0,21.0,32.51816984,71.73626997
2024-08-21 11:00:00,31.8,17.5,225.0,1.3,1.4,127.0,20.0,32.51816984,71.73626997
2024-08-21 12:00:00,12.2,7.8,215.0,2.3,1.6,121.0,4.0,32.51816984,71.73626997
2024-08-21 13:00:00,12.9,8.1,230.0,3.6,1.7,118.0,4.0,32.51816984,71.73626997
2024-08-21 14:00:00,16.0,10.3,252.0,5.4,1.9,113.0,5.0,32.51816984,71.73626997
2024-08-21 15:00:00,16.6,10.5,274.0,7.2,2.1,108.0,5.0,32.51816984,71.73626997
2024-08-21 16:00:00,18.0,11.5,298.0,8.8,2.4,104.0,5.0,32.51816984,71.73626997
2024-08-21 17:00:00,20.1,12.9,322.0,10.5,2.8,101.0,6.0,32.51816984,71.73626997
2024-08-21 18:00:00,21.7,13.9,340.0,12.0,3.2,97.0,6.0,32.51816984,71.73626997
2024-08-21 19:00:00,22.6,14.5,344.0,13.2,3.4,93.0,6.0,32.51816984,71.73626997
2024-08-21 20:00:00,23.2,14.8,342.0,14.2,3.6,90.0,7.0,32.51816984,71.73626997
2024-08-21 21:00:00,23.7,15.0,343.0,15.8,3.8,85.0,7.0,32.51816984,71.73626997
2024-08-21 22:00:00,24.9,15.9,356.0,19.2,4.0,76.0,7.0,32.51816984,71.73626997
2024-08-21 23:00:00,26.4,17.1,373.0,23.0,4.3,65.0,6.0,32.51816984,71.73626997
2024-08-22 00:00:00,30.2,19.9,450.0,28.1,4.0,42.0,5.0,32.51816984,71.73626997
2024-08-22 01:00:00,29.8,19.9,423.0,22.6,4.3,57.0,4.0,32.51816984,71.73626997
2024-08-22 02:00:00,29.8,20.1,384.0,14.9,4.7,78.0,3.0,32.51816984,71.73626997
2024-08-22 03:00:00,22.9,15.1,344.0,8.6,4.8,96.0,4.0,32.51816984,71.73626997
2024-08-22 04:00:00,21.0,13.0,303.0,5.0,4.2,110.0,7.0,32.51816984,71.73626997
2024-08-22 05:00:00,24.7,14.0,262.0,2.8,3.2,121.0,12.0,32.51816984,71.73626997
2024-08-22 06:00:00,24.8,13.2,231.0,1.4,2.4,129.0,17.0,32.51816984,71.73626997
2024-08-22 07:00:00,24.3,11.9,218.0,0.8,2.0,132.0,22.0,32.51816984,71.73626997
2024-08-22 08:00:00,27.1,11.7,215.0,0.9,1.8,131.0,28.0,32.51816984,71.73626997
2024-08-22 09:00:00,27.2,11.3,215.0,1.1,1.7,130.0,32.0,32.51816984,71.73626997
2024-08-22 10:00:00,30.0,11.7,209.0,0.8,1.5,130.0,33.0,32.51816984,71.73626997
2024-08-22 11:00:00,29.2,11.9,206.0,0.7,1.5,129.0,33.0,32.51816984,71.73626997
2024-08-22 12:00:00,44.2,19.3,212.0,1.8,1.7,123.0,47.0,32.51816984,71.73626997
2024-08-22 13:00:00,45.1,20.0,257.0,5.4,2.0,115.0,46.0,32.51816984,71.73626997
2024-08-22 14:00:00,52.4,25.0,322.0,10.4,2.5,104.0,46.0,32.51816984,71.73626997
2024-08-22 15:00:00,60.3,30.9,381.0,15.0,2.9,93.0,45.0,32.51816984,71.73626997
2024-08-22 16:00:00,66.4,35.3,432.0,18.5,3.4,85.0,45.0,32.51816984,71.73626997
2024-08-22 17:00:00,66.6,34.9,477.0,21.6,3.9,77.0,46.0,32.51816984,71.73626997
2024-08-22 18:00:00,70.1,37.6,506.0,23.8,4.1,69.0,45.0,32.51816984,71.73626997
2024-08-22 19:00:00,69.8,38.2,506.0,24.6,3.9,60.0,42.0,32.51816984,71.73626997
2024-08-22 20:00:00,64.7,36.1,489.0,24.6,3.5,52.0,38.0,32.51816984,71.73626997
2024-08-22 21:00:00,62.9,35.0,476.0,25.3,3.2,44.0,35.0,32.51816984,71.73626997
2024-08-22 22:00:00,63.3,35.0,481.0,28.4,3.2,36.0,36.0,32.51816984,71.73626997
2024-08-22 23:00:00,64.3,35.4,491.0,32.2,3.2,29.0,37.0,32.51816984,71.73626997
2024-08-23 00:00:00,71.7,39.6,574.0,42.0,3.8,16.0,40.0,32.51816984,71.73626997
2024-08-23 01:00:00,59.8,34.5,513.0,32.3,3.6,34.0,39.0,32.51816984,71.73626997
2024-08-23 02:00:00,58.1,33.2,427.0,18.9,3.3,60.0,39.0,32.51816984,71.73626997
2024-08-23 03:00:00,62.2,33.5,356.0,8.5,3.0,84.0,39.0,32.51816984,71.73626997
2024-08-23 04:00:00,61.5,33.2,315.0,4.0,2.6,103.0,40.0,32.51816984,71.73626997
2024-08-23 05:00:00,56.8,28.9,289.0,2.4,2.2,120.0,43.0,32.51816984,71.73626997
2024-08-23 06:00:00,54.8,26.4,269.0,1.6,1.9,131.0,46.0,32.51816984,71.73626997
2024-08-23 07:00:00,54.6,25.0,254.0,0.9,1.7,134.0,51.0,32.51816984,71.73626997
2024-08-23 08:00:00,58.2,25.1,246.0,0.9,1.5,132.0,56.0,32.51816984,71.73626997
2024-08-23 09:00:00,57.0,24.8,241.0,1.1,1.4,130.0,60.0,32.51816984,71.73626997
2024-08-23 10:00:00,57.7,24.9,234.0,0.7,1.3,131.0,61.0,32.51816984,71.73626997
2024-08-23 11:00:00,57.6,24.9,230.0,0.5,1.3,131.0,60.0,32.51816984,71.73626997
2024-08-23 12:00:00,74.3,33.3,250.0,2.0,1.5,128.0,73.0,32.51816984,71.73626997
2024-08-23 13:00:00,74.0,34.1,301.0,5.7,1.7,115.0,66.0,32.51816984,71.73626997
2024-08-23 14:00:00,78.9,40.2,373.0,11.0,2.1,97.0,58.0,32.51816984,71.73626997
2024-08-23 15:00:00,81.0,43.3,438.0,15.6,2.5,82.0,51.0,32.51816984,71.73626997
2024-08-23 16:00:00,83.4,45.4,493.0,19.1,3.0,73.0,50.0,32.51816984,71.73626997
2024-08-23 17:00:00,88.2,48.2,542.0,21.9,3.5,66.0,51.0,32.51816984,71.73626997
2024-08-23 18:00:00,90.6,49.7,566.0,23.6,3.8,60.0,51.0,32.51816984,71.73626997
2024-08-23 19:00:00,87.8,48.3,550.0,23.3,3.7,55.0,47.0,32.51816984,71.73626997
