date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,33.3,20.8,360.0,10.4,3.1,53.0,12.0,32.81611483,73.55749828
2024-08-21 01:00:00,31.5,19.7,334.0,8.8,3.1,61.0,13.0,32.81611483,73.55749828
2024-08-21 02:00:00,30.6,19.0,298.0,6.6,3.2,73.0,14.0,32.81611483,73.55749828
2024-08-21 03:00:00,27.8,16.1,267.0,4.7,3.1,85.0,15.0,32.81611483,73.55749828
2024-08-21 04:00:00,25.3,14.3,246.0,3.3,2.8,96.0,16.0,32.81611483,73.55749828
2024-08-21 05:00:00,25.5,13.8,231.0,2.1,2.5,107.0,18.0,32.81611483,73.55749828
2024-08-21 06:00:00,27.3,14.6,220.0,1.3,2.2,116.0,19.0,32.81611483,73.55749828
2024-08-21 07:00:00,28.7,15.5,215.0,0.9,2.2,120.0,20.0,32.81611483,73.55749828
2024-08-21 08:00:00,29.5,16.2,216.0,0.9,2.2,122.0,20.0,32.81611483,73.55749828
2024-08-21 09:00:00,28.9,15.7,217.0,1.0,2.3,123.0,20.0,32.81611483,73.55749828
2024-08-21 10:00:00,28.9,15.9,214.0,0.9,2.3,124.0,20.0,32.81611483,73.55749828
2024-08-21 11:00:00,29.7,16.8,212.0,0.8,2.4,124.0,20.0,32.81611483,73.55749828
2024-08-21 12:00:00,15.6,10.2,218.0,1.6,2.4,125.0,3.0,32.81611483,73.55749828
2024-08-21 13:00:00,16.1,10.6,254.0,3.5,2.6,112.0,3.0,32.81611483,73.55749828
2024-08-21 14:00:00,21.3,14.4,305.0,6.1,3.0,94.0,2.0,32.81611483,73.55749828
2024-08-21 15:00:00,26.0,17.8,352.0,8.6,3.3,78.0,2.0,32.81611483,73.55749828
2024-08-21 16:00:00,28.6,19.6,389.0,10.3,3.6,68.0,2.0,32.81611483,73.55749828
2024-08-21 17:00:00,29.9,20.5,423.0,11.8,3.9,59.0,2.0,32.81611483,73.55749828
2024-08-21 18:00:00,31.0,21.3,454.0,13.9,4.1,52.0,2.0,32.81611483,73.55749828
2024-08-21 19:00:00,32.0,21.9,482.0,17.0,4.3,45.0,2.0,32.81611483,73.55749828
2024-08-21 20:00:00,33.2,22.6,507.0,20.7,4.5,39.0,3.0,32.81611483,73.55749828
2024-08-21 21:00:00,34.1,23.2,532.0,24.2,4.7,33.0,3.0,32.81611483,73.55749828
2024-08-21 22:00:00,35.3,24.0,566.0,28.3,4.8,24.0,3.0,32.81611483,73.55749828
2024-08-21 23:00:00,37.0,25.2,601.0,32.2,4.8,16.0,3.0,32.81611483,73.55749828
