date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,22.5,13.3,164.0,2.8,8.1,54.0,13.0,29.17650972,69.75756151
2024-08-21 01:00:00,24.9,13.9,168.0,2.7,8.4,61.0,17.0,29.17650972,69.75756151
2024-08-21 02:00:00,27.0,14.4,173.0,2.6,8.7,72.0,23.0,29.17650972,69.75756151
2024-08-21 03:00:00,28.6,13.7,176.0,2.3,8.8,81.0,28.0,29.17650972,69.75756151
2024-08-21 04:00:00,31.5,14.2,173.0,1.9,8.6,88.0,31.0,29.17650972,69.75756151
2024-08-21 05:00:00,35.3,15.7,166.0,1.3,8.3,95.0,34.0,29.17650972,69.75756151
2024-08-21 06:00:00,34.6,15.8,162.0,0.9,7.6,100.0,36.0,29.17650972,69.75756151
2024-08-21 07:00:00,41.1,18.6,162.0,0.7,6.4,103.0,39.0,29.17650972,69.75756151
2024-08-21 08:00:00,35.9,16.6,164.0,0.6,4.9,105.0,42.0,29.17650972,69.75756151
2024-08-21 09:00:00,38.8,17.3,166.0,0.5,3.7,107.0,43.0,29.17650972,69.75756151
2024-08-21 10:00:00,36.4,16.7,166.0,0.4,3.1,109.0,42.0,29.17650972,69.75756151
2024-08-21 11:00:00,35.3,16.3,166.0,0.4,2.9,109.0,39.0,29.17650972,69.75756151
2024-08-21 12:00:00,41.7,19.3,158.0,0.5,3.7,103.0,44.0,29.17650972,69.75756151
2024-08-21 13:00:00,42.0,19.3,159.0,0.7,3.5,101.0,44.0,29.17650972,69.75756151
2024-08-21 14:00:00,39.8,19.0,160.0,0.9,3.2,97.0,43.0,29.17650972,69.75756151
2024-08-21 15:00:00,41.2,19.4,161.0,1.0,2.9,94.0,42.0,29.17650972,69.75756151
2024-08-21 16:00:00,39.3,19.2,164.0,1.0,2.6,93.0,39.0,29.17650972,69.75756151
2024-08-21 17:00:00,37.8,18.9,166.0,0.9,2.4,92.0,35.0,29.17650972,69.75756151
2024-08-21 18:00:00,36.4,18.6,168.0,0.8,2.2,89.0,31.0,29.17650972,69.75756151
2024-08-21 19:00:00,33.3,17.9,167.0,0.8,2.1,82.0,26.0,29.17650972,69.75756151
2024-08-21 20:00:00,29.6,17.1,164.0,0.9,2.0,72.0,21.0,29.17650972,69.75756151
2024-08-21 21:00:00,27.5,16.4,162.0,1.0,1.9,63.0,17.0,29.17650972,69.75756151
2024-08-21 22:00:00,25.1,15.6,160.0,1.1,1.7,52.0,14.0,29.17650972,69.75756151
2024-08-21 23:00:00,23.5,14.8,159.0,1.2,1.6,41.0,12.0,29.17650972,69.75756151
2024-08-22 00:00:00,26.2,15.9,159.0,1.1,2.2,49.0,15.0,29.17650972,69.75756151
2024-08-22 01:00:00,26.9,15.9,160.0,0.9,2.3,61.0,22.0,29.17650972,69.75756151
2024-08-22 02:00:00,31.9,16.7,162.0,0.7,2.4,78.0,33.0,29.17650972,69.75756151
2024-08-22 03:00:00,38.3,17.8,164.0,0.5,2.7,91.0,40.0,29.17650972,69.75756151
2024-08-22 04:00:00,40.4,18.2,165.0,0.4,3.4,98.0,42.0,29.17650972,69.75756151
2024-08-22 05:00:00,40.9,18.7,167.0,0.4,4.2,101.0,41.0,29.17650972,69.75756151
2024-08-22 06:00:00,41.1,19.3,168.0,0.4,4.5,104.0,41.0,29.17650972,69.75756151
2024-08-22 07:00:00,40.9,19.7,170.0,0.4,3.8,106.0,44.0,29.17650972,69.75756151
2024-08-22 08:00:00,46.0,21.1,171.0,0.5,2.7,106.0,47.0,29.17650972,69.75756151
2024-08-22 09:00:00,47.4,21.9,174.0,0.5,1.9,107.0,48.0,29.17650972,69.75756151
2024-08-22 10:00:00,43.9,21.2,179.0,0.6,1.9,110.0,43.0,29.17650972,69.75756151
2024-08-22 11:00:00,39.5,19.5,185.0,0.6,2.2,114.0,34.0,29.17650972,69.75756151
2024-08-22 12:00:00,38.9,18.2,178.0,0.7,4.2,116.0,39.0,29.17650972,69.75756151
2024-08-22 13:00:00,41.2,19.2,176.0,0.7,4.3,113.0,38.0,29.17650972,69.75756151
2024-08-22 14:00:00,39.6,18.8,174.0,0.6,4.4,108.0,36.0,29.17650972,69.75756151
2024-08-22 15:00:00,35.9,17.8,172.0,0.6,4.4,101.0,33.0,29.17650972,69.75756151
2024-08-22 16:00:00,32.5,17.3,171.0,0.6,4.2,92.0,28.0,29.17650972,69.75756151
2024-08-22 17:00:00,29.3,16.6,170.0,0.5,3.8,81.0,21.0,29.17650972,69.75756151
2024-08-22 18:00:00,27.4,16.1,169.0,0.5,3.5,73.0,16.0,29.17650972,69.75756151
2024-08-22 19:00:00,25.9,15.5,168.0,0.5,3.3,69.0,14.0,29.17650972,69.75756151
2024-08-22 20:00:00,24.6,14.8,167.0,0.5,3.2,67.0,13.0,29.17650972,69.75756151
2024-08-22 21:00:00,23.3,14.3,166.0,0.5,3.1,65.0,12.0,29.17650972,69.75756151
2024-08-22 22:00:00,21.7,13.5,165.0,0.5,2.9,60.0,10.0,29.17650972,69.75756151
2024-08-22 23:00:00,20.0,12.7,165.0,0.5,2.6,55.0,8.0,29.17650972,69.75756151
2024-08-23 00:00:00,17.8,11.1,164.0,0.6,2.2,52.0,9.0,29.17650972,69.75756151
2024-08-23 01:00:00,18.9,11.1,165.0,0.5,2.1,59.0,11.0,29.17650972,69.75756151
2024-08-23 02:00:00,19.4,11.0,165.0,0.5,1.9,69.0,15.0,29.17650972,69.75756151
2024-08-23 03:00:00,28.3,13.1,166.0,0.4,1.7,78.0,30.0,29.17650972,69.75756151
2024-08-23 04:00:00,44.2,15.8,167.0,0.3,1.4,87.0,67.0,29.17650972,69.75756151
2024-08-23 05:00:00,61.7,17.2,167.0,0.3,1.1,95.0,114.0,29.17650972,69.75756151
2024-08-23 06:00:00,76.1,17.8,168.0,0.2,0.9,101.0,150.0,29.17650972,69.75756151
2024-08-23 07:00:00,86.6,18.4,168.0,0.2,1.0,103.0,164.0,29.17650972,69.75756151
2024-08-23 08:00:00,86.8,18.7,167.0,0.2,1.4,102.0,166.0,29.17650972,69.75756151
2024-08-23 09:00:00,82.0,19.1,168.0,0.2,1.8,102.0,163.0,29.17650972,69.75756151
2024-08-23 10:00:00,77.5,19.8,171.0,0.3,2.4,106.0,155.0,29.17650972,69.75756151
