date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,45.5,29.9,406.0,9.0,5.0,79.0,11.0,31.89683409,72.11151682
2024-08-21 01:00:00,45.3,29.7,384.0,8.3,5.6,81.0,15.0,31.89683409,72.11151682
2024-08-21 02:00:00,48.4,29.5,353.0,7.3,6.3,83.0,21.0,31.89683409,72.11151682
2024-08-21 03:00:00,47.1,27.3,320.0,6.1,6.6,88.0,26.0,31.89683409,72.11151682
2024-08-21 04:00:00,43.4,24.4,283.0,4.5,6.1,96.0,28.0,31.89683409,72.11151682
2024-08-21 05:00:00,41.1,22.4,244.0,2.8,5.1,105.0,30.0,31.89683409,72.11151682
2024-08-21 06:00:00,39.6,21.1,215.0,1.5,4.2,113.0,30.0,31.89683409,72.11151682
2024-08-21 07:00:00,38.4,20.4,202.0,1.0,3.6,117.0,30.0,31.89683409,72.11151682
2024-08-21 08:00:00,38.1,20.1,198.0,0.9,3.0,119.0,29.0,31.89683409,72.11151682
2024-08-21 09:00:00,37.8,20.2,197.0,0.9,2.6,120.0,28.0,31.89683409,72.11151682
2024-08-21 10:00:00,37.7,20.4,192.0,0.6,2.4,122.0,28.0,31.89683409,72.11151682
2024-08-21 11:00:00,37.6,20.6,189.0,0.5,2.2,124.0,27.0,31.89683409,72.11151682
2024-08-21 12:00:00,24.7,13.4,196.0,1.7,2.6,120.0,17.0,31.89683409,72.11151682
2024-08-21 13:00:00,28.2,15.1,223.0,4.7,2.6,107.0,15.0,31.89683409,72.11151682
2024-08-21 14:00:00,30.9,18.2,261.0,8.9,2.7,89.0,13.0,31.89683409,72.11151682
2024-08-21 15:00:00,31.1,19.5,296.0,12.7,2.7,73.0,11.0,31.89683409,72.11151682
2024-08-21 16:00:00,30.7,20.0,326.0,15.7,2.6,60.0,9.0,31.89683409,72.11151682
2024-08-21 17:00:00,30.5,20.3,352.0,18.3,2.5,49.0,6.0,31.89683409,72.11151682
2024-08-21 18:00:00,28.2,19.0,368.0,20.3,2.4,41.0,4.0,31.89683409,72.11151682
2024-08-21 19:00:00,24.7,16.7,364.0,21.2,2.3,37.0,3.0,31.89683409,72.11151682
2024-08-21 20:00:00,22.5,15.4,350.0,21.5,2.2,35.0,3.0,31.89683409,72.11151682
2024-08-21 21:00:00,21.4,14.6,342.0,22.6,2.1,32.0,3.0,31.89683409,72.11151682
2024-08-21 22:00:00,21.1,14.4,353.0,26.2,2.1,24.0,3.0,31.89683409,72.11151682
2024-08-21 23:00:00,21.5,14.7,370.0,30.6,2.0,15.0,3.0,31.89683409,72.11151682
2024-08-22 00:00:00,25.3,16.5,383.0,23.6,2.5,36.0,6.0,31.89683409,72.11151682
2024-08-22 01:00:00,29.7,19.3,382.0,19.4,2.8,50.0,9.0,31.89683409,72.11151682
2024-08-22 02:00:00,35.2,22.5,379.0,13.4,3.2,71.0,14.0,31.89683409,72.11151682
2024-08-22 03:00:00,40.2,23.5,366.0,8.4,3.4,90.0,19.0,31.89683409,72.11151682
2024-08-22 04:00:00,43.3,23.5,333.0,5.2,3.2,107.0,24.0,31.89683409,72.11151682
2024-08-22 05:00:00,42.3,22.1,290.0,2.9,2.7,124.0,30.0,31.89683409,72.11151682
2024-08-22 06:00:00,41.4,20.3,257.0,1.3,2.3,135.0,35.0,31.89683409,72.11151682
2024-08-22 07:00:00,40.9,19.2,244.0,0.6,2.0,139.0,38.0,31.89683409,72.11151682
2024-08-22 08:00:00,41.2,19.0,241.0,0.7,1.7,137.0,40.0,31.89683409,72.11151682
2024-08-22 09:00:00,41.4,19.0,240.0,0.9,1.5,135.0,41.0,31.89683409,72.11151682
2024-08-22 10:00:00,42.7,19.5,234.0,0.6,1.3,135.0,42.0,31.89683409,72.11151682
2024-08-22 11:00:00,41.7,19.1,230.0,0.4,1.2,134.0,42.0,31.89683409,72.11151682
2024-08-22 12:00:00,58.0,25.4,223.0,1.3,1.1,119.0,61.0,31.89683409,72.11151682
2024-08-22 13:00:00,54.4,26.3,249.0,4.2,1.2,106.0,54.0,31.89683409,72.11151682
2024-08-22 14:00:00,54.2,28.6,287.0,8.4,1.4,89.0,43.0,31.89683409,72.11151682
2024-08-22 15:00:00,56.9,30.9,326.0,12.7,1.7,73.0,36.0,31.89683409,72.11151682
2024-08-22 16:00:00,60.3,33.2,372.0,17.5,2.1,61.0,34.0,31.89683409,72.11151682
2024-08-22 17:00:00,64.5,36.1,419.0,22.5,2.6,52.0,35.0,31.89683409,72.11151682
2024-08-22 18:00:00,65.4,37.0,441.0,25.4,2.8,45.0,35.0,31.89683409,72.11151682
2024-08-22 19:00:00,60.1,33.9,416.0,24.3,2.6,44.0,33.0,31.89683409,72.11151682
2024-08-22 20:00:00,54.5,31.1,366.0,21.1,2.2,46.0,31.0,31.89683409,72.11151682
2024-08-22 21:00:00,53.2,30.3,331.0,18.9,2.0,46.0,28.0,31.89683409,72.11151682
2024-08-22 22:00:00,52.9,30.4,333.0,19.8,2.1,40.0,24.0,31.89683409,72.11151682
2024-08-22 23:00:00,53.6,31.0,351.0,21.7,2.3,33.0,21.0,31.89683409,72.11151682
2024-08-23 00:00:00,62.6,38.3,482.0,29.5,2.8,21.0,24.0,31.89683409,72.11151682
2024-08-23 01:00:00,57.6,37.3,487.0,23.6,3.1,35.0,25.0,31.89683409,72.11151682
2024-08-23 02:00:00,62.4,38.4,492.0,15.5,3.4,55.0,27.0,31.89683409,72.11151682
2024-08-23 03:00:00,65.0,38.8,481.0,8.8,3.5,76.0,29.0,31.89683409,72.11151682
2024-08-23 04:00:00,64.0,37.4,438.0,5.2,3.2,100.0,32.0,31.89683409,72.11151682
2024-08-23 05:00:00,62.2,35.0,378.0,3.0,2.7,126.0,35.0,31.89683409,72.11151682
2024-08-23 06:00:00,59.6,32.5,331.0,1.6,2.3,144.0,37.0,31.89683409,72.11151682
2024-08-23 07:00:00,58.1,30.6,311.0,0.9,2.0,149.0,39.0,31.89683409,72.11151682
2024-08-23 08:00:00,56.6,29.5,304.0,0.9,1.8,147.0,40.0,31.89683409,72.11151682
2024-08-23 09:00:00,56.3,29.0,298.0,1.0,1.6,144.0,41.0,31.89683409,72.11151682
2024-08-23 10:00:00,55.2,28.0,285.0,0.6,1.4,143.0,42.0,31.89683409,72.11151682
2024-08-23 11:00:00,54.0,27.1,274.0,0.2,1.3,142.0,43.0,31.89683409,72.11151682
