date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,dust,latitude,longitude
2024-08-21 00:00:00,27.6,16.8,203.0,24.8,7.8,28.0,11.0,29.15303096,69.88735722
2024-08-21 01:00:00,28.3,17.2,217.0,20.3,7.5,36.0,14.0,29.15303096,69.88735722
2024-08-21 02:00:00,31.4,18.7,236.0,14.1,7.2,47.0,18.0,29.15303096,69.88735722
2024-08-21 03:00:00,35.4,19.6,248.0,8.8,7.5,62.0,22.0,29.15303096,69.88735722
2024-08-21 04:00:00,35.4,18.0,246.0,5.5,9.2,83.0,24.0,29.15303096,69.88735722
2024-08-21 05:00:00,35.9,17.9,237.0,3.1,11.6,107.0,25.0,29.15303096,69.88735722
2024-08-21 06:00:00,35.6,18.6,229.0,1.5,12.7,125.0,26.0,29.15303096,69.88735722
2024-08-21 07:00:00,34.8,18.5,223.0,0.7,11.6,131.0,25.0,29.15303096,69.88735722
2024-08-21 08:00:00,33.5,17.9,218.0,0.7,9.2,131.0,24.0,29.15303096,69.88735722
2024-08-21 09:00:00,33.3,17.6,213.0,0.8,7.2,129.0,24.0,29.15303096,69.88735722
2024-08-21 10:00:00,34.0,17.6,209.0,0.7,6.0,129.0,27.0,29.15303096,69.88735722
2024-08-21 11:00:00,34.2,17.6,205.0,0.7,5.1,127.0,31.0,29.15303096,69.88735722
2024-08-21 12:00:00,42.1,19.7,176.0,1.0,3.2,110.0,42.0,29.15303096,69.88735722
2024-08-21 13:00:00,42.1,20.3,183.0,1.6,3.4,106.0,39.0,29.15303096,69.88735722
2024-08-21 14:00:00,40.6,21.2,194.0,2.5,3.6,101.0,34.0,29.15303096,69.88735722
2024-08-21 15:00:00,43.3,22.9,203.0,3.2,3.9,97.0,31.0,29.15303096,69.88735722
2024-08-21 16:00:00,45.1,23.9,209.0,3.4,4.2,96.0,31.0,29.15303096,69.88735722
2024-08-21 17:00:00,44.8,24.7,214.0,3.3,4.5,96.0,32.0,29.15303096,69.88735722
